Tên Công Ty,Địa Chỉ,Thành Phố,Số Điện Thoại,Ngành,Google Maps Link,Rating Google Maps,Số Lượt Đánh Giá,Ghi Chú
"SEOUL GUARANTEE INSURANCE Co.,Ltd - HA NOI BRANCH","Unit 901, East Tower, Lotte Center Hanoi, 54 Lieu Giai, Cong Vi, Ba Dinh, Hanoi",HA NOI,+842439460322,"금융, 보험","https://www.google.com/maps/search/SEOUL+GUARANTEE+INSURANCE+Co.,Ltd+-+HA+NOI+BRANCH+HA+NOI+Vietnam",4.7,,
"SEOUL I.E.VINA CO.,LTD","Hung Thinh I.C, Vinh Hung, Binh Grang, Hai Duong",HAI DUONG,+842208636066,"전자, 전기 제조업","https://www.google.com/maps/search/SEOUL+I.E.VINA+CO.,LTD+HAI+DUONG+Vietnam",4.1,,
SEOUL METAL VIETNAM,"Yen Phong I.Z, Yen Phong, Bac Ninh",BAC NINH,+842223699100,제조업,https://www.google.com/maps/search/SEOUL+METAL+VIETNAM+BAC+NINH+Vietnam,4.5,,
SEOUL PRINT VINA,"Cn11 Khai Quang, Vinh Yen, VINH PHUC",VINH PHUC,,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/SEOUL+PRINT+VINA+VINH+PHUC+Vietnam,4.0,,
SEOUL REALESTATE & CONSULTING,"Lo 58-TT4, Do Dinh Thien,  My Dinh Song Da, Nam Tu Liem, Ha Noi",HA NOI,+842437940123,부동산개발.임대,https://www.google.com/maps/search/SEOUL+REALESTATE+&+CONSULTING+HA+NOI+Vietnam,4.4,,
Seoul Semiconductor Vina,"Dong Van I IZ, Dong Van Town, Duy Tien, Ha Nam",HA NAM,,제조업,https://www.google.com/maps/search/Seoul+Semiconductor+Vina+HA+NAM+Vietnam,4.3,,
"SEOWOO VINA CO.,LTD","Lot 2A, Zone A, Ly Thai To, Ninh Xa, Bac Ninh",BAC NINH,+842226262262,"숙박, 요식, 급식","https://www.google.com/maps/search/SEOWOO+VINA+CO.,LTD+BAC+NINH+Vietnam",4.5,,
SERA ELEVATOR VINA,"Lot CN7 diem Thuy Industriai Park, Hong Tien Commune. Pho Yen Town, Thai Nguyen Province.",THAI NGUYEN,+842083564332,제조업,https://www.google.com/maps/search/SERA+ELEVATOR+VINA+THAI+NGUYEN+Vietnam,4.1,,
SERVEONE (VIETNAM),"K-8 Lot Trang Due I.P. Dinh Vu- Cat Hai E.Z. Hong Phong, An Duong, Haiphong BRANCH: 19th Floor, Keangnam Hanoi Landmark Tower, Nam Tu Liem Dist, Hanoi",HAI PHONG,+842256279710,"유통, 도소매, 무역",https://www.google.com/maps/search/SERVEONE+(VIETNAM)+HAI+PHONG+Vietnam,4.0,,
"SET VINA Co., Ltd.","Slot C5, D1 Street, Chau Son Industrial Park, Chau son ward, Phu Iy City Ha Nam Province, Viet Nam",HA NAM,+842263858595,"전자, 전기 제조업","https://www.google.com/maps/search/SET+VINA+Co.,+Ltd.+HA+NAM+Vietnam",4.4,,
SEUM A&C VIETNAM,"8f, C block, Central Point Building, 219 Trung Kinh, Cau Giay",HA NOI,+84943078850,건설 및 건설자재,https://www.google.com/maps/search/SEUM+A&C+VIETNAM+HA+NOI+Vietnam,4.1,,
SEUNGWOO VINA Co. Ltd.,"Khu Công nghiệp Yên Bình, Phường Bãi Bông, Tp Phổ Yên, Thái Nguyên, Việt Nam",THAI NGUYEN,+842803866283,"전자, 전기 제조업",https://www.google.com/maps/search/SEUNGWOO+VINA+Co.+Ltd.+THAI+NGUYEN+Vietnam,,,
SEWON VINA,"#8, Lot A1, Dai Dong Hoan Son, Tien Du, Bac Ninh",BAC NINH,+842223848031,"전자, 전기 제조업",https://www.google.com/maps/search/SEWON+VINA+BAC+NINH+Vietnam,4.4,,
"SEY CARTOON MANUFACTURING CO.,LTD","9th floor, MITEC building, lot E2, Cau Giay, Yen Hoa, Cau Giay, Hanoi",HA NOI,+849685075750,"오락, 문화, 전시, 체육","https://www.google.com/maps/search/SEY+CARTOON+MANUFACTURING+CO.,LTD+HA+NOI+Vietnam",4.4,,
SEYOUNG VIETNAM,loy cn7.1A NAM DINH VU INDUSTRIAL PARK(ZONE 2),HAI PHONG,+84335873578,제조업,https://www.google.com/maps/search/SEYOUNG+VIETNAM+HAI+PHONG+Vietnam,4.5,,
"SG TECH VIETNAM CO.,LTD","Lot P, KCN Dong Van II, Duy Minh, Duy Tien, Ha Nam",HA NAM,+84976805628,"전자, 전기 제조업","https://www.google.com/maps/search/SG+TECH+VIETNAM+CO.,LTD+HA+NAM+Vietnam",4.5,,
SH Innovation,"113, 10F, CEO Building, MeTri Ha, Pham Hung, Me Tri, Nam Tu Liem, Ha Noi",HA NOI,+84357374156,건설 및 건설자재,https://www.google.com/maps/search/SH+Innovation+HA+NOI+Vietnam,4.3,,
SHC VINA,"Lo CN 16 KCN Van Trung, Van Trung, Viet Yen, Bac Giang",BAC GIANG,+849685901880,"환경, 설비, 기계",https://www.google.com/maps/search/SHC+VINA+BAC+GIANG+Vietnam,3.9,,
SHELLINE,"#625, CT5, My Dinh 1, Nam Tu Liem, Hanoi",HA NOI,+842437876531,"금융, 보험",https://www.google.com/maps/search/SHELLINE+HA+NOI+Vietnam,4.2,,
Sheraton Hai Phong,"Vinhomes Imperia Metropolitan Area, Ha Noi street, Hong Bang district, Hai Phong, Vietnam",HAI PHONG,+842253266888,"숙박, 요식, 급식",https://www.google.com/maps/search/Sheraton+Hai+Phong+HAI+PHONG+Vietnam,4.0,,
SHILLIM VIETNAM,"Cong ty Shillim, Vanco, Viet Tri, Phu Tho",PHU THO,+842103956100,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/SHILLIM+VIETNAM+PHU+THO+Vietnam,4.4,,
SHIN CHANG VINA COMPANY LIMITED,"Lot B4-2, KCN Thuan Yen, Hoa Thuan, Tam Ky, Quang Nam",QUANG NAM,+842352460300,제조업,https://www.google.com/maps/search/SHIN+CHANG+VINA+COMPANY+LIMITED+QUANG+NAM+Vietnam,4.3,,
SHIN HWA CONTECH VINA,"Lot CN8-3-5, Diem Thuy Iz., Phu Binh, Thai Nguyen",THAI NGUYEN,+842083931579,"전자, 전기 제조업",https://www.google.com/maps/search/SHIN+HWA+CONTECH+VINA+THAI+NGUYEN+Vietnam,4.6,,
SHIN MYUNG FIRST,"Group 3, Trung Dong, Trung Ninh, Nam Dinh",NAM DINH,+842283939888,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/SHIN+MYUNG+FIRST+NAM+DINH+Vietnam,4.2,,
SHIN SUNG C&T VINA,"Lot CN1-1, Diem Thuy IP, Diem Thuy Commune, Phu Binh District, Thai Nguyen Province, VIETNAM",THAI NGUYEN,+842083931620,"전자, 전기 제조업",https://www.google.com/maps/search/SHIN+SUNG+C&T+VINA+THAI+NGUYEN+Vietnam,4.6,,
SHIN SUNG VINA,"Lot B1, Song Khe I.Z, Noi Hoang, Bac Giang",BAC GIANG,+842043523041,제조업,https://www.google.com/maps/search/SHIN+SUNG+VINA+BAC+GIANG+Vietnam,,,
SHIN YONG,"Trung Trac, Van Lam, Hung Yen",HUNG YEN,+842213997867,제조업,https://www.google.com/maps/search/SHIN+YONG+HUNG+YEN+Vietnam,3.9,,
"SHIN YONG VIETNAM CO.,LTD","Lot CN4, Nam Cau Kien I.Z, Kien Bai, Thuy Nguyen, Hai Phong",HAI PHONG,+842253645488,제조업,"https://www.google.com/maps/search/SHIN+YONG+VIETNAM+CO.,LTD+HAI+PHONG+Vietnam",,,
SHINA TECH VIETNAM,"Lot B9, B11, Dinh Tram I.P, Viet Yen, Bac Giang",BAC GIANG,+842043661597,"전자, 전기 제조업",https://www.google.com/maps/search/SHINA+TECH+VIETNAM+BAC+GIANG+Vietnam,4.5,,
SHINE ART,"Dong Van I.Z, Duy Tien, Ha Nam",HA NAM,+842263583177,제조업,https://www.google.com/maps/search/SHINE+ART+HA+NAM+Vietnam,4.3,,
"SHINEI CORONA VIETNAM Co.,Ltd","Plot C4 Thang Long I.P II, Yen My, Hung Yen",HUNG YEN,+842213589155,제조업,"https://www.google.com/maps/search/SHINEI+CORONA+VIETNAM+Co.,Ltd+HUNG+YEN+Vietnam",4.3,,
SHINHAN BANK VIETNAM,"38th Floor, Keangnam Hanoi Tower, Me Tri, Nam Tu Liem, Hanoi",HA NOI,,"금융, 보험",https://www.google.com/maps/search/SHINHAN+BANK+VIETNAM+HA+NOI+Vietnam,4.4,,
SHINHAN ELEVATOR VIETNAM,"6Floor, Ngoi Sao Tower, Duong Dinh Nghe, Yen Hoa, Cau Giay, Hanoi",HA NOI,+842435553851,"환경, 설비, 기계",https://www.google.com/maps/search/SHINHAN+ELEVATOR+VIETNAM+HA+NOI+Vietnam,4.5,,
SHINHAN J&P,"Que Vo Extension I.Z, Phuong Lieu, Que Vo, Bac Ninh",BAC NINH,+842223952509,제조업,https://www.google.com/maps/search/SHINHAN+J&P+BAC+NINH+Vietnam,4.2,,
SHINHAN LIFE INSURANCE,"2501-2,Keangnam Hanoi Landmark Tower, Plot E6, Cau Giay, Me tri, Nam Tu, Hanoi",HA NOI,+842437662000,"금융, 보험",https://www.google.com/maps/search/SHINHAN+LIFE+INSURANCE+HA+NOI+Vietnam,5.0,,
SHINHAN TECH VINA,"3rd Fl., 22 Nguyen Khang, Yen Hoa, Cau Giay, Hanoi",HA NOI,+842432242447,"환경, 설비, 기계",https://www.google.com/maps/search/SHINHAN+TECH+VINA+HA+NOI+Vietnam,3.8,,
"SHINHEUNG VINA. CO., LTD","Dai An Industrial Zone, Tu Minh Ward Hai Duong City, Hai Duong",HAI DUONG,+842203555027,"전자, 전기 제조업","https://www.google.com/maps/search/SHINHEUNG+VINA.+CO.,+LTD+HAI+DUONG+Vietnam",4.3,,
"SHINHO VINA CO.,LTD","NX02, Lot CN1B-1, Que VoⅢ, I.Z, Viet Hung, Que Vo, Bac Ninh",BAC NINH,+84906271751,"전자, 전기 제조업","https://www.google.com/maps/search/SHINHO+VINA+CO.,LTD+BAC+NINH+Vietnam",4.1,,
SHINHWA TNS,"To 12, TT Xuan Trung, Xuan Trung, Nam Dinh",NAM DINH,+842283835003,제조업,https://www.google.com/maps/search/SHINHWA+TNS+NAM+DINH+Vietnam,4.7,,
"SHINHWA VINA CO.,LTD","Thuan Thanh 3 I.P, Thanh Khuong, Thuan Thanh, Bac Ninh",BAC NINH,+842223798505,제조업,"https://www.google.com/maps/search/SHINHWA+VINA+CO.,LTD+BAC+NINH+Vietnam",4.3,,
SHINKI SPECIAL TOOL,"Road 419, Phung Xa, Thach That, Hanoi",HA NOI,+842433661881,제조업,https://www.google.com/maps/search/SHINKI+SPECIAL+TOOL+HA+NOI+Vietnam,4.3,,
SHINPOONG TECH VINA,"Zone B, Song Cong I IZ, Bach Quang Ward, Song Cong City, Thai Nguyen Province, Vietnam",THAI NGUYEN,+84942142522,제조업,https://www.google.com/maps/search/SHINPOONG+TECH+VINA+THAI+NGUYEN+Vietnam,4.4,,
"SHINSUNG ELECTRONICS VINA CO.,LTD","Ngoc Lang, Ngoc Lam, My Hao, Hung Yen",HUNG YEN,+842213949993,"전자, 전기 제조업","https://www.google.com/maps/search/SHINSUNG+ELECTRONICS+VINA+CO.,LTD+HUNG+YEN+Vietnam",4.4,,
SHINSUNG ENG (VIETNAM),"Phòng F1114 Tầng 11, Tòa nhà Charmvit Tower, Số 117 đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",HA NOI,+842462659124,"환경, 설비, 기계",https://www.google.com/maps/search/SHINSUNG+ENG+(VIETNAM)+HA+NOI+Vietnam,4.9,,
"SHINSUNG TECHNOLOGY VIETNAM CO.,LTD","khuB,KCN Song cong 1, Phuong bach quang ,thanh pho song cong, thai nguyen",THAI NGUYEN,+842083761729,제조업,"https://www.google.com/maps/search/SHINSUNG+TECHNOLOGY+VIETNAM+CO.,LTD+THAI+NGUYEN+Vietnam",4.5,,
SHINSUNG VINA,"Lo B1, KCN Song Khe-Noi Hoang, xa Song Khe, TP Bac Giang, tinh Bac Giang",BAC GIANG,+842043523041,"전자, 전기 제조업",https://www.google.com/maps/search/SHINSUNG+VINA+BAC+GIANG+Vietnam,4.3,,
"SHINTECH VINA CO.,LTD","Chau Son IP, Phu Ly, Ha Nam",HA NAM,+842263763388,"유통, 도소매, 무역","https://www.google.com/maps/search/SHINTECH+VINA+CO.,LTD+HA+NAM+Vietnam",4.0,,
"SHINTS BVT CO.,LTD","Thach khoi, Hai Duong BRANCH: Lot 7, Duong Tu Minh zone, Du Phu Duong, Thai Nguyen",HAI DUONG,+842203861727,"섬유, 의류, 봉제 제조","https://www.google.com/maps/search/SHINTS+BVT+CO.,LTD+HAI+DUONG+Vietnam",4.0,,
SHINUS VINA,"Diem Thuy Iz., Phu Binh, Thai Nguyen",THAI NGUYEN,+842086336336,제조업,https://www.google.com/maps/search/SHINUS+VINA+THAI+NGUYEN+Vietnam,,,
SHINWALL TRAVEL,"Villa E7 The Manor, Do Dinh Thien, Nam Tu Liem, Hanoi",HA NOI,+842435565709,"물류, 운수, 여행업",https://www.google.com/maps/search/SHINWALL+TRAVEL+HA+NOI+Vietnam,4.8,,
SHINWON EBENEZER HA NOI,"Nguyen Gon Iz., Cai Dan, Song Cong, Thai Nguyen",THAI NGUYEN,+842083662952,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/SHINWON+EBENEZER+HA+NOI+THAI+NGUYEN+Vietnam,4.4,,
SHINWON EBENEZER VIET NAM,"CN 14, Khai Quan IZ, Vinh Yen, VINH PHUC",VINH PHUC,+842113842830,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/SHINWON+EBENEZER+VIET+NAM+VINH+PHUC+Vietnam,4.1,,
"SHINWOO INDUSTRIES VINA Co.,Ltd","Tang 18A, Toa nha MD Complex, 68 Nguyen Co Thach, Hanoi",HA NOI,+842432010567,건설 및 건설자재,"https://www.google.com/maps/search/SHINWOO+INDUSTRIES+VINA+Co.,Ltd+HA+NOI+Vietnam",4.4,,
SHINWOO P&C VINA,"Floor 11, 3D Creative Center Vietnam Building, 3 Duy Tan, Dich Vong Hau, Cau Giay, Hanoi",HA NOI,+842462537406,"유통, 도소매, 무역",https://www.google.com/maps/search/SHINWOO+P&C+VINA+HA+NOI+Vietnam,3.9,,
SHINWOO TECH COMPANY LIMITED,"Roi Soc, Phu Chan, Tu Son, Bac Ninh",BAC NINH,+842223765892,제조업,https://www.google.com/maps/search/SHINWOO+TECH+COMPANY+LIMITED+BAC+NINH+Vietnam,4.4,,
SHINWOO TNC VINA,"SN 4, ngõ 180/36, đường Đình Thôn, TDP14, Nhân Mỹ, P.Mỹ Đình 1, Q.Nam Từ Liêm BRANCH: Sunshine City S6, Khu đô thị Ciputra, phường Xuân Đỉnh, Từ Liêm, Hà Nội, Việt Nam",HA NOI,+842432012013,"전자, 전기 제조업",https://www.google.com/maps/search/SHINWOO+TNC+VINA+HA+NOI+Vietnam,4.0,,
"SHINYANG METAL VIET NAM CO.,LTD","Lot XN3-1A and XN3-1G, Dai An Expansion IZ, Lai Cach Town, Cam Giang Dist, Hai Duong Province, Viet Nam BRANCH: Lot XN3-1A and XN3-1G, Dai An Expansion IZ, Lai Cach Town, Cam Giang Dist, Hai Duong Province, Viet Nam",HAI DUONG,+842203559858,제조업,"https://www.google.com/maps/search/SHINYANG+METAL+VIET+NAM+CO.,LTD+HAI+DUONG+Vietnam",4.4,,
SHINYANG TECH VINA,"Bac Ninh성, Que Vo군,Phuong Lieu면, Que Vo공단",BAC NINH,+842223952512,"전자, 전기 제조업",https://www.google.com/maps/search/SHINYANG+TECH+VINA+BAC+NINH+Vietnam,4.5,,
SHINYONG LOFARMA,"F15, Sao Mai B/D, 19 Le Van Luong, Thanh Xuan, Hanoi",HA NOI,+84946973144,"병원, 의약, 위생, 의료",https://www.google.com/maps/search/SHINYONG+LOFARMA+HA+NOI+Vietnam,4.1,,
SHL VINA TRADING,"Room 624, Floor 6, CIC TOWER, No.2, Lane 219, Trung Kinh Street, Yen Hoa Ward, Cau Giay District, Hanoi",HA NOI,+842471018688,"유통, 도소매, 무역",https://www.google.com/maps/search/SHL+VINA+TRADING+HA+NOI+Vietnam,4.5,,
SHTEK TECHNOLOGY JSC,"So 9, Ngach 18/1, Ngo 111 Trieu Khuc, Xa Tan Trieu, Huyen Thanh Tri, Hanoi",HA NOI,,"환경, 설비, 기계",https://www.google.com/maps/search/SHTEK+TECHNOLOGY+JSC+HA+NOI+Vietnam,4.7,,
SI FLEX VIETNAM,"Lot A, Quang Chau I.Z, Viet Yen, Bac Giang",BAC GIANG,+842043848888,"전자, 전기 제조업",https://www.google.com/maps/search/SI+FLEX+VIETNAM+BAC+GIANG+Vietnam,4.4,,
"SI NETWORKS CO.,LTD","Khu Tây Đoài, Xã Phù Lỗ, Huyện Sóc Sơn, Thành Phố Hà Nội, Việt Nam",HA NOI,+842432047345,"유통, 도소매, 무역","https://www.google.com/maps/search/SI+NETWORKS+CO.,LTD+HA+NOI+Vietnam",4.3,,
SIANINTRO INC,"서울특별시 서초구 양재천로 129, 5층(양재동)",KOREA,+8425765505,부동산개발.임대,https://www.google.com/maps/search/SIANINTRO+INC+KOREA+Vietnam,4.3,,
SILKROAD HA NOI JSC.,"Lo XN 46-4, KCN Dai An, Hai Duong",HAI DUONG,+842203555500,건설 및 건설자재,https://www.google.com/maps/search/SILKROAD+HA+NOI+JSC.+HAI+DUONG+Vietnam,4.9,,
SILVER MOUNTAIN LOGISTICS (VIETNAM),"8th floor, IDMC building, No 21 Duy Tan Street, Dich Vong Hau Ward, Cau Giay District, Hanoi City, Vietnam",HA NOI,+842462826896,"물류, 운수, 여행업",https://www.google.com/maps/search/SILVER+MOUNTAIN+LOGISTICS+(VIETNAM)+HA+NOI+Vietnam,4.6,,
SIMPLINE,"63 Tran Duy Hung, Trung Hoa, Cau Giay, Ha Noi",HA NOI,+84383313997,"병원, 의약, 위생, 의료",https://www.google.com/maps/search/SIMPLINE+HA+NOI+Vietnam,4.0,,
SIN OH TECH,"TS.7 Tien Son I.P, Tuong Giang, Tu Son, Bac Ninh",BAC NINH,+842223734536,"전자, 전기 제조업",https://www.google.com/maps/search/SIN+OH+TECH+BAC+NINH+Vietnam,4.7,,
SINDOH VINA,"Khai Quang I.Z, VINH PHUC",VINH PHUC,+842113723814,제조업,https://www.google.com/maps/search/SINDOH+VINA+VINH+PHUC+Vietnam,,,
SINDOH VINA MARKETING,"3rd floor, Dong Loi Building, no.2 + 4, Alley 1160, Lang, Lang Thuong, Dong Da, Hanoi",HA NOI,+842432003850,"유통, 도소매, 무역",https://www.google.com/maps/search/SINDOH+VINA+MARKETING+HA+NOI+Vietnam,4.6,,
Sindoh Vina Marketing,"Số nhà 10, đường Lý Nam Đế, KĐT Sinh Thái Sông Hồng_Nam Đầm Vạc, P Khai Quang, Tp Vĩnh Yên, T Vĩnh Phúc, Việt Nam",VINH PHUC,+842113723809,"유통, 도소매, 무역",https://www.google.com/maps/search/Sindoh+Vina+Marketing+VINH+PHUC+Vietnam,4.0,,
SINGGREEN VINA,"17F, Charmvit Tower, 117 Tran Duy Hung, Trung Hoa Nhan Chinh, Cau Giay, Hanoi",HA NOI,+84974049446,"유통, 도소매, 무역",https://www.google.com/maps/search/SINGGREEN+VINA+HA+NOI+Vietnam,4.2,,
SINHAN YONG METAL,"No23, Dinh Dien Road, Lam Son Ward, Hung Yen Province",HUNG YEN,+843212516526,제조업,https://www.google.com/maps/search/SINHAN+YONG+METAL+HUNG+YEN+Vietnam,4.4,,
"SINHEUNG TECH CO,. LTD","Phan Boi hamlet, Di Su, My Hao, Hung Yen",HUNG YEN,+842213900320,제조업,"https://www.google.com/maps/search/SINHEUNG+TECH+CO,.+LTD+HUNG+YEN+Vietnam",4.8,,
"SINKWANG VINA CO.,LTD","Area 1, Yen Kien, Doan Hung, Phu Tho",PHU THO,+84372497162,"오락, 문화, 전시, 체육","https://www.google.com/maps/search/SINKWANG+VINA+CO.,LTD+PHU+THO+Vietnam",4.6,,
SINKWANG VINA COMPANY LIMITED,"Area 1, Yen Kien, Doan Hung, Phu Tho",PHU THO,+84372497162,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/SINKWANG+VINA+COMPANY+LIMITED+PHU+THO+Vietnam,4.4,,
SINWOO VINA,"Que Vo I.Z, Phuong Lieu, Bac Ninh",BAC NINH,+842223952343,제조업,https://www.google.com/maps/search/SINWOO+VINA+BAC+NINH+Vietnam,4.5,,
"SISEONG GLOBAL VINA CO.,LTD","Duong Loi, Tan Hong, Tu Son, Bac Ninh",BAC NINH,+849689747640,"전자, 전기 제조업","https://www.google.com/maps/search/SISEONG+GLOBAL+VINA+CO.,LTD+BAC+NINH+Vietnam",4.5,,
"SJ AUTOMOTIVE CO., LTD","KCN Dong Van I, Bach Thuong, Duy Tien, Ha Nam",HA NAM,+842263967001,제조업,"https://www.google.com/maps/search/SJ+AUTOMOTIVE+CO.,+LTD+HA+NAM+Vietnam",4.9,,
"SJ ELECTRONICS VINA CO.,LTD.","Lo2, KCN Binh Xuyen, TT Huong Canh, Huyen Binh Xuyen, Tinh VINH PHUC, Viet Nam",VINH PHUC,,"전자, 전기 제조업","https://www.google.com/maps/search/SJ+ELECTRONICS+VINA+CO.,LTD.+VINH+PHUC+Vietnam",4.1,,
"SJ Precision co., Ltd","Hamlet 1, Cat Da Lane, Lam Ha ward, Kien An district, Hai Phong Repair Center : No. 705, Lot CC3-1,Trang due Industrial Park, Hai Phong",HAI PHONG,+84973958369,"환경, 설비, 기계","https://www.google.com/maps/search/SJ+Precision+co.,+Ltd+HAI+PHONG+Vietnam",4.8,,
"SJT VINA CO.,LTD","Yen Phong I.Z, Yen Phong, Bac Ninh",BAC NINH,+842223699690,"전자, 전기 제조업","https://www.google.com/maps/search/SJT+VINA+CO.,LTD+BAC+NINH+Vietnam",4.5,,
SK ECO PLANT,"Unit 2507, Keangnam Landmark 72 Building, Nam Tu Liem, Hanoi, Vietnam",HA NOI,+8447689306,"환경, 설비, 기계",https://www.google.com/maps/search/SK+ECO+PLANT+HA+NOI+Vietnam,4.3,,
SK UNIVERSAL,"No. 41 An Hai 20, Man Thai, Son Tra, Da Nang",DA NANG,+84905401031,"숙박, 요식, 급식",https://www.google.com/maps/search/SK+UNIVERSAL+DA+NANG+Vietnam,,,
SKC HI-TECH & MARKETING VINA,"Unit 6, 18th floor, Charmvit Tower 117 Tran Duy Hung, Hanoi",HA NOI,+821064711375,"전자, 전기 제조업",https://www.google.com/maps/search/SKC+HI-TECH+&+MARKETING+VINA+HA+NOI+Vietnam,4.6,,
SK-TECH,"Thon Kim Quan, xa Yen Vien, Gia Lam, Hanoi",HA NOI,+842436527048,건설 및 건설자재,https://www.google.com/maps/search/SK-TECH+HA+NOI+Vietnam,3.8,,
SKY DENOV VINA,"Lot CN 03-1, Binh Xuyen II, I.Z, Ba Hien, Binh Xuyen, VINH PHUC",VINH PHUC,+842112481200,"전자, 전기 제조업",https://www.google.com/maps/search/SKY+DENOV+VINA+VINH+PHUC+Vietnam,4.6,,
SKY GARDEN HOTEL,"So 330, Ngoc Han Cong Chua, Vo Cuong, Bac Ninh",BAC NINH,,"숙박, 요식, 급식",https://www.google.com/maps/search/SKY+GARDEN+HOTEL+BAC+NINH+Vietnam,4.0,,
SKY LAKE RESORT & GOLF CLUB,"Van Son Lake Area, Chuong My, Hanoi",HA NOI,+842433711234,"오락, 문화, 전시, 체육",https://www.google.com/maps/search/SKY+LAKE+RESORT+&+GOLF+CLUB+HA+NOI+Vietnam,4.4,,
SKY TRIP,"1301, 13 Floor, Sudico Bld HH3, Me Tri, My Dinh, Hanoi",HA NOI,+84915063899,"물류, 운수, 여행업",https://www.google.com/maps/search/SKY+TRIP+HA+NOI+Vietnam,4.3,,
SKYCROSS VINA COMPANY LIMITED,"Land lot CN4.3A, KCN Dinh Vu, Dong Hai 2, Hai An, Hai Phong",HAI PHONG,+842258830341,제조업,https://www.google.com/maps/search/SKYCROSS+VINA+COMPANY+LIMITED+HAI+PHONG+Vietnam,4.4,,
SL ELECTRONICS VIETNAM,"Lot L1, Trang Due, An Duong, Dinh Vu, Cat Hai, Hai Phong",HAI PHONG,+842252299881,"전자, 전기 제조업",https://www.google.com/maps/search/SL+ELECTRONICS+VIETNAM+HAI+PHONG+Vietnam,4.2,,
SL GLOBAL VINA,"5th Floor, TT03-05, HD Mon City, My Dinh 2 Ward, Nam Tu Liem Dist., Ha Noi, Viet Nam",HA NOI,+842432009741,건설 및 건설자재,https://www.google.com/maps/search/SL+GLOBAL+VINA+HA+NOI+Vietnam,4.5,,
"SLS CHEM & TECH CO.,LTD","Lot H2-1-3B, Dai Dong Hoan Son I.P, Tri Phuong, Tien Du, Bac Ninh",BAC NINH,+842222220118,"유통, 도소매, 무역","https://www.google.com/maps/search/SLS+CHEM+&+TECH+CO.,LTD+BAC+NINH+Vietnam",4.6,,
"SM ADM21 VINA CO.,LTD","C5 Plot, Khanh Phu Industrial Zone, Yen Khanh District, Ninh Binh, Viet Nam",NINH BINH,+84229762805,제조업,"https://www.google.com/maps/search/SM+ADM21+VINA+CO.,LTD+NINH+BINH+Vietnam",,,
"SM TECH VIETNAM CO.,LTD","Khac Niem I.Z, Khac Niem, Bac Ninh",BAC NINH,+842223737231,제조업,"https://www.google.com/maps/search/SM+TECH+VIETNAM+CO.,LTD+BAC+NINH+Vietnam",4.4,,
SM TECH VINA ENGINEERING COMPANY LIMITED,"Lot N1-7, Trang Due industrial park, in Dinh Vu-Cat Hai economic zone, An Hoa commune, An Duong district, Hai Phong",HAI PHONG,+842252299709,제조업,https://www.google.com/maps/search/SM+TECH+VINA+ENGINEERING+COMPANY+LIMITED+HAI+PHONG+Vietnam,4.6,,
S-MAC HT,"Dong Van Indusrial Zone 1, Bach Thuong Ward, Duy Tien Town, Ha Nam",HA NAM,+842263966822,"전자, 전기 제조업",https://www.google.com/maps/search/S-MAC+HT+HA+NAM+Vietnam,4.6,,
"SMART CARGO SERVICE CO.,LTD","3FL, Interserco B/D, No 2 Ton That Thuyet Str, My Dinh 2 ward, Nam Tu Liem Dist, HN. BRANCH: 0984066589 Hoa",HA NOI,+842435553042,"물류, 운수, 여행업","https://www.google.com/maps/search/SMART+CARGO+SERVICE+CO.,LTD+HA+NOI+Vietnam",,,
"SMART TD VINA CO.,LTD","A6, Huyen Quang Residence Zone, Vo Cuong 42, Vo Cuong, Bac Ninh",BAC NINH,+842223893628,"유통, 도소매, 무역","https://www.google.com/maps/search/SMART+TD+VINA+CO.,LTD+BAC+NINH+Vietnam",3.8,,
SMART TECH VINA COMPANY LIMITED,"Lô D14-D15, KCN Đình Trám, Hồng Thái, Việt Yên, Bắc Giang BRANCH: Lô D14-D15, KCN Đình Trám, Hồng Thái, Việt Yên, Bắc Giang",BAC GIANG,+842403666258,제조업,https://www.google.com/maps/search/SMART+TECH+VINA+COMPANY+LIMITED+BAC+GIANG+Vietnam,4.8,,
"SMART VINA CO., LTD","Lot V2, Thuan Thanh 3 Ind. Park, Thanh Khuong Commune, Thuan Thanh, Bac Ninh.",BAC NINH,,"전자, 전기 제조업","https://www.google.com/maps/search/SMART+VINA+CO.,+LTD+BAC+NINH+Vietnam",4.8,,
SMARTHOMES,"Lô 158 kiểu nhà biệt thự khu nhà ở TT3 Trần Văn Lai Mỹ Đình 1, Nam Tu Liem, Hanoi City",HA NOI,+84387789680,부동산개발.임대,https://www.google.com/maps/search/SMARTHOMES+HA+NOI+Vietnam,4.6,,
